custFirstName,custLastName,custPhone,custGender,driverFirstName,driverLastName,driverPhone,driverLicense,driverGender,carModel,carPlate,carColor,carType,carAvailable,startPoint,endPoint,distance,orderStatus,totalPrice,orderDate,reviewRating,reviewComment
"Serhii","Lysenko","+380699665444","male","Andrii","Hrytsenko","+380807495528","DL780874","female","Skoda Octavia","BO 8789 II-541","Yellow","Luxury","true","Rivne, Vasylkivska St, 101","Rivne, Shevchenka St, 37","13.90","IN_PROGRESS","12.06","2026-03-12","1","Amazing experience"
"Mykola","Goncharenko","+380785957062","prefer not to say","Alina","Hrytsenko","+380668141282","DL735958","prefer not to say","Hyundai Sonata","BO 3730 BB-542","Dark Blue","Hatchback","true","Uzhhorod, Horodotska St, 25","Uzhhorod, Kulparkivska St, 125","10.37","CANCELLED","27.13","2026-01-04","4","Excellent service"
"Volodymyr","Kovalenko","+380989795434","male","Mykola","Kushnir","+380802937360","DL868699","other","Ford Fusion","BI 3104 HT-543","Orange","Luxury","true","Zaporizhzhia, Kulparkivska St, 18","Zaporizhzhia, Bandery St, 136","11.59","PENDING","50.35","2026-03-21","3","Smooth ride"
"Yevhen","Boyko","+380975920590","male","Yevhen","Melnyk","+380926653540","DL432867","other","Ford Fusion","BT 1225 BB-544","Green","SUV","false","Kherson, Lychakivska St, 42","Kherson, Sichovykh Striltsiv St, 41","8.32","CANCELLED","36.07","2026-01-11","2","Amazing experience"
"Alina","Khmelyov","+380861752441","female","Andrii","Fedorov","+380885510062","DL726254","male","Nissan Altima","BO 6651 CX-545","Red","Sedan","true","Zaporizhzhia, Vasylkivska St, 145","Zaporizhzhia, Valova St, 76","1.17","SCHEDULED","106.77","2026-01-17","1","Smooth ride"
"Oleksandr","Bondarenko","+380813752816","male","Yuliia","Boyko","+380863406104","DL508706","male","Skoda Octavia","AB 3794 II-546","Green","SUV","true","Ivano-Frankivsk, Chornovola Ave, 144","Ivano-Frankivsk, Sichovykh Striltsiv St, 50","6.12","ACCEPTED","73.92","2026-01-23","2","Car was uncomfortable"
"Mykola","Polishchuk","+380819157689","other","Nataliia","Marchenko","+380632384619","DL419314","male","Hyundai Sonata","AM 5320 CX-547","Green","SUV","false","Lviv, Lychakivska St, 84","Lviv, Valova St, 126","14.46","ACCEPTED","52.60","2026-03-09","2","Driver was late"
"Alina","Khmelyov","+380754635188","female","Alina","Bondarenko","+380984148315","DL703112","prefer not to say","Ford Fusion","AO 6322 II-548","White","Luxury","true","Kherson, Zelena St, 57","Kherson, Naukova St, 69","14.93","ACCEPTED","68.06","2026-02-03","1","Bad smell in cabin"
"Kateryna","Melnyk","+380858964497","other","Mariia","Marchenko","+380832554203","DL941700","male","Renault Megane","BH 9317 BB-549","Dark Blue","Hatchback","true","Chernivtsi, Shevchenka St, 34","Chernivtsi, Lychakivska St, 31","1.81","SCHEDULED","11.63","2026-01-17","5","Smooth ride"
"Dmytro","Sokolova","+380875888244","female","Mariia","Marchenko","+380739959424","DL982662","female","BMW 5 Series","AT 6137 BB-550","Red","SUV","true","Ternopil, Horodotska St, 86","Ternopil, Shevchenka St, 93","2.94","IN_PROGRESS","40.71","2026-03-25","1","Smooth ride"
"Dmytro","Fedorov","+380982495316","female","Oleksandr","Melnyk","+380817353008","DL920383","female","BMW 5 Series","AB 6511 II-551","Yellow","SUV","true","Kharkiv, Bandery St, 19","Kharkiv, Vasylkivska St, 16","6.10","COMPLETED","80.75","2026-01-19","3","Bad smell in cabin"
"Yevhen","Polishchuk","+380797462823","male","Olena","Marchenko","+380813959155","DL176451","female","Skoda Octavia","AE 7245 BB-552","Red","Sedan","true","Odesa, Shevchenka St, 46","Odesa, Kulparkivska St, 78","10.35","SCHEDULED","105.86","2026-03-20","1","Could be better"
"Kateryna","Zaitsev","+380717637733","prefer not to say","Svitlana","Hrytsenko","+380884139808","DL765926","female","Mazda 6","AA 2375 CX-553","Yellow","Luxury","true","Lviv, Stryiska St, 23","Lviv, Bandery St, 149","14.66","COMPLETED","21.76","2026-03-02","4","Will ride again"
"Dmytro","Tkachenko","+380678223631","other","Anna","Kushnir","+380711135225","DL395244","prefer not to say","Skoda Octavia","BC 6295 II-554","White","Sedan","true","Ternopil, Khmelnitskoho St, 124","Ternopil, Kulparkivska St, 83","10.11","SCHEDULED","80.00","2026-01-01","2","Polite driver"
"Andrii","Hrytsenko","+380819323931","other","Ivan","Kravchenko","+380894077674","DL944030","female","Mazda 6","AO 6125 HT-555","Black","SUV","true","Lviv, Sichovykh Striltsiv St, 123","Lviv, Sichovykh Striltsiv St, 144","11.66","FAILED","62.21","2026-02-14","4","Very clean car"
"Yevhen","Zaitsev","+380825271076","female","Andrii","Bondarenko","+380742712651","DL598785","prefer not to say","Hyundai Sonata","AT 8051 BB-556","Green","Luxury","true","Kharkiv, Horodotska St, 96","Kharkiv, Franka St, 61","9.61","ACCEPTED","96.46","2026-03-14","1","Will ride again"
"Oksana","Dovzhenko","+380778980064","female","Nataliia","Marchenko","+380746243174","DL111441","female","Tesla Model 3","BI 3888 AA-557","Red","Sedan","true","Ivano-Frankivsk, Vasylkivska St, 108","Ivano-Frankivsk, Shevchenka St, 90","5.04","REJECTED","106.50","2026-01-12","5","Car was uncomfortable"
"Anna","Bondarenko","+380779643078","prefer not to say","Serhii","Dovzhenko","+380892390311","DL839496","other","Nissan Altima","BA 5396 CX-558","Grey","Sedan","true","Odesa, Horodotska St, 84","Odesa, Vasylkivska St, 131","15.88","IN_PROGRESS","67.00","2026-02-23","2","Excellent service"
"Oleksandr","Zaitsev","+380646073262","other","Oksana","Boyko","+380924834514","DL345575","male","Skoda Octavia","AO 7401 II-559","Yellow","Sedan","true","Chernivtsi, Zelena St, 98","Chernivtsi, Shevchenka St, 85","2.22","SCHEDULED","25.72","2026-03-12","3","Bad smell in cabin"
"Yuliia","Polishchuk","+380887117701","female","Olena","Sokolova","+380836067643","DL202804","male","Hyundai Sonata","BB 2121 AA-560","Brown","Hatchback","true","Lutsk, Horodotska St, 114","Lutsk, Valova St, 95","13.56","FAILED","41.22","2026-02-06","2","Car was uncomfortable"
"Oksana","Shevchenko","+380969822503","prefer not to say","Olena","Polishchuk","+380802991507","DL985400","prefer not to say","Volkswagen Passat","BO 8755 AA-561","Dark Blue","Sedan","true","Ivano-Frankivsk, Chornovola Ave, 26","Ivano-Frankivsk, Valova St, 145","14.48","COMPLETED","26.14","2026-02-08","3","Great trip!"
"Kateryna","Marchenko","+380863211618","other","Oksana","Fedorov","+380699728312","DL583964","other","Mazda 6","BC 2353 AA-562","Yellow","Luxury","true","Ternopil, Khmelnitskoho St, 83","Ternopil, Sichovykh Striltsiv St, 34","8.86","IN_PROGRESS","13.07","2026-02-14","3","Bad smell in cabin"
"Mariia","Sokolova","+380742357746","male","Iryna","Fedorov","+380908909903","DL923131","other","Tesla Model 3","AP 1554 AA-563","Grey","Luxury","true","Dnipro, Sichovykh Striltsiv St, 60","Dnipro, Horodotska St, 49","1.24","FAILED","13.96","2026-03-18","2","Not recommended"
"Yuliia","Hrytsenko","+380995189363","female","Andrii","Tkachenko","+380705570715","DL564422","female","BMW 5 Series","AB 6073 CX-564","White","Luxury","true","Vinnytsia, Chornovola Ave, 41","Vinnytsia, Naukova St, 6","8.36","COMPLETED","84.40","2026-01-13","2","Excellent service"
"Ivan","Goncharenko","+380812269543","prefer not to say","Yuliia","Dovzhenko","+380944830735","DL380044","male","Ford Fusion","BE 6926 AA-565","Orange","SUV","true","Kyiv, Khmelnitskoho St, 48","Kyiv, Shevchenka St, 132","2.46","COMPLETED","45.07","2026-01-25","3","Car was uncomfortable"
"Andrii","Oliinyk","+380783573828","other","Olena","Shevchenko","+380868814234","DL846143","prefer not to say","Ford Fusion","BT 8339 AA-566","White","Luxury","true","Chernivtsi, Shevchenka St, 88","Chernivtsi, Bandery St, 19","4.75","ACCEPTED","43.60","2026-03-05","2","Amazing experience"
"Olena","Boyko","+380947221783","prefer not to say","Svitlana","Tkachenko","+380769625933","DL106698","female","Audi A4","AM 7230 BB-567","Black","Sedan","true","Chernivtsi, Shevchenka St, 31","Chernivtsi, Valova St, 70","9.29","ACCEPTED","75.89","2026-02-23","4","Terrible service"
"Ivan","Tkachenko","+380953179136","female","Oksana","Tkachenko","+380661691096","DL538531","prefer not to say","Toyota Camry","BH 4291 CX-568","Grey","Hatchback","true","Dnipro, Franka St, 15","Dnipro, Zelena St, 52","13.46","PENDING","64.07","2026-01-13","3","Will ride again"
"Ivan","Kovalenko","+380786115001","prefer not to say","Anna","Boyko","+380671541929","DL850976","other","Ford Fusion","AA 3308 II-569","Orange","Hatchback","true","Kyiv, Vasylkivska St, 83","Kyiv, Sichovykh Striltsiv St, 145","8.67","IN_PROGRESS","100.17","2026-03-17","5","Terrible service"
"Andrii","Hrytsenko","+380714714617","female","Viktor","Melnyk","+380816913403","DL820277","female","Mazda 6","AB 2149 BB-570","Black","Luxury","true","Ternopil, Vasylkivska St, 135","Ternopil, Naukova St, 38","15.31","FAILED","23.05","2026-03-03","1","Terrible service"
"Dmytro","Shevchenko","+380866266624","prefer not to say","Oleksandr","Polishchuk","+380725735799","DL382774","male","Mercedes-Benz C-Class","AT 8572 HT-571","Silver","Hatchback","false","Ivano-Frankivsk, Pekarska St, 112","Ivano-Frankivsk, Zelena St, 112","13.33","FAILED","19.60","2026-03-24","3","Car was uncomfortable"
"Serhii","Tkachenko","+380818478799","prefer not to say","Svitlana","Melnyk","+380667556470","DL734018","female","Volkswagen Passat","AP 3493 HT-572","Red","Luxury","false","Odesa, Lychakivska St, 145","Odesa, Kulparkivska St, 37","6.32","FAILED","83.66","2026-03-18","3","Highly recommend"
"Kateryna","Zaitsev","+380671271424","female","Mariia","Melnyk","+380821073383","DL752767","male","Nissan Altima","BC 3113 HT-573","Brown","Hatchback","true","Vinnytsia, Stryiska St, 84","Vinnytsia, Lychakivska St, 36","15.83","IN_PROGRESS","66.16","2026-02-08","5","Driver was rude"
"Mykola","Fedorov","+380784088663","prefer not to say","Dmytro","Kovalenko","+380714948972","DL306228","female","Tesla Model 3","BC 2857 II-574","Grey","Hatchback","true","Chernivtsi, Horodotska St, 149","Chernivtsi, Pekarska St, 143","14.38","IN_PROGRESS","51.06","2026-02-18","2","Highly recommend"
"Anna","Dovzhenko","+380993910224","male","Svitlana","Kushnir","+380813156672","DL686189","other","Toyota Camry","BK 9331 HT-575","Black","Luxury","true","Ternopil, Stryiska St, 143","Ternopil, Valova St, 60","7.58","SCHEDULED","59.08","2025-12-31","4","Driver was late"
"Dmytro","Dovzhenko","+380656292319","male","Mariia","Kovalenko","+380952026251","DL519889","other","Hyundai Sonata","BK 9710 AA-576","Brown","SUV","false","Lutsk, Stryiska St, 96","Lutsk, Chornovola Ave, 39","8.76","FAILED","60.06","2026-03-25","1","Highly recommend"
"Dmytro","Lysenko","+380975089673","male","Yuliia","Shevchenko","+380964462437","DL986582","female","Toyota Camry","AE 6405 BB-577","Red","Luxury","true","Zaporizhzhia, Bandery St, 64","Zaporizhzhia, Shevchenka St, 124","9.27","COMPLETED","89.74","2026-01-22","5","Car was uncomfortable"
"Nataliia","Bondarenko","+380696699021","other","Ivan","Shevchenko","+380839641246","DL397064","other","Audi A4","BA 2549 BB-578","Silver","Luxury","true","Ternopil, Lychakivska St, 97","Ternopil, Lychakivska St, 72","2.13","COMPLETED","50.15","2026-02-03","5","Will ride again"
"Dmytro","Polishchuk","+380638849994","prefer not to say","Nataliia","Kravchenko","+380769663134","DL855295","other","Hyundai Sonata","BI 8298 CX-579","Grey","Luxury","true","Uzhhorod, Zelena St, 44","Uzhhorod, Horodotska St, 57","14.81","FAILED","91.17","2026-03-17","1","Polite driver"
"Andrii","Hrytsenko","+380731181566","other","Alina","Goncharenko","+380892186307","DL790134","prefer not to say","Skoda Octavia","BE 4753 BB-580","Dark Blue","Sedan","true","Kherson, Pekarska St, 135","Kherson, Zelena St, 62","1.22","COMPLETED","54.35","2026-03-14","1","Driver was rude"
"Serhii","Kushnir","+380842759335","other","Svitlana","Melnyk","+380908367672","DL851141","male","Volkswagen Passat","AB 9351 AA-581","Brown","Hatchback","false","Odesa, Sichovykh Striltsiv St, 34","Odesa, Pekarska St, 96","11.53","CANCELLED","13.33","2026-01-21","5","Could be better"
"Ivan","Kovalenko","+380685859870","prefer not to say","Nataliia","Dovzhenko","+380715668024","DL898614","female","Nissan Altima","AP 2262 CX-582","White","Hatchback","true","Kherson, Bandery St, 144","Kherson, Pekarska St, 68","10.12","REJECTED","56.51","2026-01-20","4","Not recommended"
"Dmytro","Kravchenko","+380834699731","female","Svitlana","Fedorov","+380962196834","DL674030","male","Honda Accord","AA 7998 II-583","Yellow","Sedan","true","Kyiv, Pekarska St, 125","Kyiv, Pekarska St, 37","12.40","REJECTED","74.12","2026-01-09","5","Will ride again"
"Viktor","Dovzhenko","+380907712154","other","Oksana","Hrytsenko","+380989598141","DL990176","prefer not to say","BMW 5 Series","AB 4534 HT-584","Dark Blue","Luxury","false","Dnipro, Horodotska St, 27","Dnipro, Chornovola Ave, 143","14.26","COMPLETED","95.93","2026-03-27","5","Car was uncomfortable"
"Iryna","Goncharenko","+380995421118","male","Yuliia","Oliinyk","+380756972466","DL507256","male","Skoda Octavia","BH 9560 CX-585","White","SUV","false","Uzhhorod, Chornovola Ave, 93","Uzhhorod, Shevchenka St, 34","8.99","CANCELLED","11.19","2026-02-18","2","Could be better"
"Olena","Bondarenko","+380669955774","male","Oksana","Tkachenko","+380646072798","DL271750","female","Audi A4","BH 8722 AA-586","Dark Blue","Sedan","true","Odesa, Horodotska St, 113","Odesa, Franka St, 142","1.35","REJECTED","54.90","2026-02-27","5","Driver was rude"
"Anna","Kushnir","+380988271125","other","Nataliia","Fedorov","+380812271702","DL384815","male","Nissan Altima","BA 4004 II-587","Grey","Hatchback","true","Ternopil, Zelena St, 131","Ternopil, Bandery St, 109","14.09","CANCELLED","104.98","2026-01-10","5","Will ride again"
"Yuliia","Dovzhenko","+380782226188","other","Alina","Lysenko","+380934551553","DL154093","female","Kia Optima","BB 9993 BB-588","White","SUV","false","Odesa, Franka St, 102","Odesa, Valova St, 7","2.88","CANCELLED","32.42","2026-02-22","2","Great trip!"
"Mykola","Polishchuk","+380773571099","other","Yevhen","Shevchenko","+380761780301","DL941197","male","Kia Optima","BK 5869 CX-589","Brown","Sedan","true","Ternopil, Khmelnitskoho St, 26","Ternopil, Horodotska St, 43","9.78","IN_PROGRESS","62.02","2026-01-13","4","Will ride again"
"Pavlo","Kravchenko","+380782911346","male","Yevhen","Marchenko","+380893595644","DL764917","other","Toyota Camry","AB 6871 BB-590","Brown","Hatchback","true","Uzhhorod, Lychakivska St, 5","Uzhhorod, Sichovykh Striltsiv St, 72","14.94","PENDING","12.73","2026-03-22","2","Could be better"
"Svitlana","Tkachenko","+380729889821","male","Svitlana","Bondarenko","+380798913560","DL622350","prefer not to say","Subaru Legacy","AP 5269 AA-591","Orange","Sedan","true","Uzhhorod, Zelena St, 145","Uzhhorod, Lychakivska St, 145","4.91","IN_PROGRESS","74.38","2026-02-04","4","Polite driver"
"Viktor","Zaitsev","+380729956019","female","Anna","Kravchenko","+380689009648","DL466094","prefer not to say","BMW 5 Series","BC 8321 BB-592","Brown","SUV","true","Odesa, Naukova St, 142","Odesa, Chornovola Ave, 1","3.35","CANCELLED","10.71","2026-02-19","5","Smooth ride"
"Andrii","Khmelyov","+380992956934","male","Serhii","Polishchuk","+380981929155","DL521263","male","Volkswagen Passat","BA 3322 HT-593","Silver","SUV","true","Kyiv, Pekarska St, 150","Kyiv, Bandery St, 117","8.17","PENDING","105.65","2026-01-18","1","Smooth ride"
"Viktor","Shevchenko","+380652284917","prefer not to say","Oleksandr","Zaitsev","+380936582727","DL446592","prefer not to say","Audi A4","BE 8786 CX-594","Yellow","Luxury","true","Kharkiv, Sichovykh Striltsiv St, 23","Kharkiv, Bandery St, 83","13.98","COMPLETED","29.43","2026-03-06","4","Could be better"
"Ivan","Kravchenko","+380862474162","female","Svitlana","Zaitsev","+380923129393","DL881279","other","Renault Megane","BO 4529 BB-595","Orange","SUV","true","Ternopil, Pekarska St, 125","Ternopil, Shevchenka St, 88","12.98","FAILED","64.41","2026-02-03","3","Excellent service"
"Dmytro","Goncharenko","+380831783797","male","Anna","Kravchenko","+380642211436","DL859758","male","Skoda Octavia","BH 1542 BB-596","White","Hatchback","true","Odesa, Stryiska St, 8","Odesa, Bandery St, 122","1.08","SCHEDULED","74.91","2026-01-05","2","Terrible service"
"Anna","Melnyk","+380867715870","other","Andrii","Boyko","+380731209590","DL334437","male","Skoda Octavia","AA 4529 HT-597","White","Luxury","true","Kyiv, Lychakivska St, 147","Kyiv, Bandery St, 66","4.84","FAILED","48.35","2026-02-14","2","Could be better"
"Alina","Goncharenko","+380719914329","female","Oleksandr","Goncharenko","+380653080876","DL287597","female","Toyota Camry","AM 6061 CX-598","Red","Hatchback","true","Kherson, Vasylkivska St, 104","Kherson, Franka St, 26","12.02","REJECTED","13.88","2026-02-24","3","Amazing experience"
"Oleksandr","Khmelyov","+380701438572","other","Yevhen","Melnyk","+380801052960","DL996680","prefer not to say","Renault Megane","BE 4314 CX-599","Red","Hatchback","true","Rivne, Stryiska St, 128","Rivne, Shevchenka St, 82","9.44","REJECTED","34.98","2026-03-13","4","Terrible service"
"Kateryna","Fedorov","+380944983698","other","Yevhen","Marchenko","+380931753564","DL601101","male","Skoda Octavia","BM 5941 HT-600","Yellow","SUV","true","Zaporizhzhia, Bandery St, 134","Zaporizhzhia, Sichovykh Striltsiv St, 129","2.12","IN_PROGRESS","48.97","2026-03-07","4","Great trip!"
"Mariia","Dovzhenko","+380868312920","other","Mariia","Khmelyov","+380661734175","DL702571","prefer not to say","Skoda Octavia","BH 9130 AA-601","Grey","Hatchback","true","Ternopil, Chornovola Ave, 61","Ternopil, Bandery St, 44","11.43","REJECTED","107.27","2026-01-07","2","Could be better"
"Olena","Tkachenko","+380847041917","male","Ivan","Goncharenko","+380887812745","DL697660","other","BMW 5 Series","BH 4180 AA-602","Black","Sedan","true","Odesa, Valova St, 82","Odesa, Valova St, 22","4.98","FAILED","43.61","2026-03-13","4","Very clean car"
"Serhii","Kravchenko","+380977473770","prefer not to say","Andrii","Polishchuk","+380761756589","DL347476","prefer not to say","Volkswagen Passat","BE 3736 AA-603","Dark Blue","Sedan","false","Zaporizhzhia, Franka St, 44","Zaporizhzhia, Pekarska St, 49","14.41","IN_PROGRESS","85.17","2026-02-26","4","Highly recommend"
"Dmytro","Goncharenko","+380867070319","female","Oleksandr","Oliinyk","+380894448322","DL399585","prefer not to say","BMW 5 Series","AX 2098 AA-604","Yellow","Luxury","true","Lviv, Sichovykh Striltsiv St, 57","Lviv, Sichovykh Striltsiv St, 60","7.22","CANCELLED","106.77","2026-01-23","3","Could be better"
